flux0_1,flux0_2,flux2_1,flux2_2,id,x,y,z
0.018483393707549,0.0011074316860011,-5.603398645788e-05,1.3548502536684e-05,30.277894736842,30.277894736842,10.71,0
0.018363968966432,0.0011037436628253,-5.4484977044606e-05,1.2837683685495e-05,30.438947368421,30.438947368421,10.71,0
0.018244544225316,0.0011000556396496,-5.2935967631332e-05,1.2126864834306e-05,30.6,30.6,10.71,0
0.018121828430256,0.0011033914444937,-4.956074430321e-05,1.0108245287909e-05,30.761052631579,30.761052631579,10.71,0
0.01799577170376,0.0011132233514953,-4.4421501256351e-05,6.7252473308097e-06,30.922105263158,30.922105263158,10.71,0
0.017868475648952,0.0011242778744287,-3.8796122833938e-05,2.7673219515763e-06,31.083157894737,31.083157894737,10.71,0
0.017730654795356,0.0011585965184688,-2.4367285191818e-05,-1.1536078361668e-05,31.244210526316,31.244210526316,10.71,0
0.017592239546007,0.0011942290208596,-9.4412657151067e-06,-2.6423746981159e-05,31.405263157895,31.405263157895,10.71,0
0.017454920201947,0.001224618427406,4.2984646508673e-06,-4.0700116900613e-05,31.566315789474,31.566315789474,10.71,0
0.017319166436871,0.0012475176970317,1.6343496287263e-05,-5.4103202962912e-05,31.727368421053,31.727368421053,10.71,0
0.017183412671796,0.0012704169666574,2.8388527923659e-05,-6.7506289025212e-05,31.888421052632,31.888421052632,10.71,0
0.017054413413138,0.0012754585054967,3.3421839986295e-05,-7.2641998964132e-05,32.049473684211,32.049473684211,10.71,0
0.016930564091244,0.0012662360588112,3.3049341491552e-05,-7.1798542705737e-05,32.210526315789,32.210526315789,10.71,0
0.016810331777187,0.0012467667866778,2.8855274388509e-05,-6.6856905969329e-05,32.371578947368,32.371578947368,10.71,0
0.016696988916137,0.0012091180969539,1.7485708952643e-05,-5.3371738068232e-05,32.532631578947,32.532631578947,10.71,0
0.016583646055088,0.0011714694072301,6.1161435167779e-06,-3.9886570167134e-05,32.693684210526,32.693684210526,10.71,0
0.0164713915948,0.0011276409971624,-6.4042843567464e-06,-2.6251067090503e-05,32.854736842105,32.854736842105,10.71,0
0.016359899015046,0.0010794867828541,-1.9730315936594e-05,-1.2510329391036e-05,33.015789473684,33.015789473684,10.71,0
0.016248406435292,0.0010313325685458,-3.3056347516442e-05,1.2304083084312e-06,33.176842105263,33.176842105263,10.71,0
0.016127602240789,0.0010036816764577,-3.8505200803842e-05,5.735128101583e-06,33.337894736842,33.337894736842,10.71,0
0.016004558523219,0.0009795172726302,-4.2563430912339e-05,8.5866108513573e-06,33.498947368421,33.498947368421,10.71,0
0.015879375805532,0.00095938098455742,-4.5472614739812e-05,1.0512050219857e-05,33.66,33.66,10.71,0
0.015750554018228,0.00094739363387628,-4.6244488516648e-05,1.0943969386403e-05,33.821052631579,33.821052631579,10.71,0
0.015621732230924,0.00093540628319514,-4.7016362293485e-05,1.1375888552949e-05,33.982105263158,33.982105263158,10.71,0
0.015489214471935,0.00092910743037728,-4.6477224534431e-05,1.1107389061614e-05,34.143157894737,34.143157894737,10.71,0
0.015355559490888,0.0009245588845943,-4.5534698610481e-05,1.0623376137081e-05,34.304210526316,34.304210526316,10.71,0
0.015221018402477,0.00092198736118438,-4.4094340429507e-05,9.7982869280812e-06,34.465263157895,34.465263157895,10.71,0
0.015082489093031,0.000928314084796,-4.0413322527799e-05,7.438070411598e-06,34.626315789474,34.626315789474,10.71,0
0.014942543841038,0.00093593217213464,-3.6219872370938e-05,4.4378169021456e-06,34.787368421053,34.787368421053,10.71,0
0.014796913527807,0.0009558370302145,-2.7415688530161e-05,-3.9970624408967e-06,34.948421052632,34.948421052632,10.71,0
0.014647798538783,0.00098349328214775,-1.570618142949e-05,-1.5851931385479e-05,35.109473684211,35.109473684211,10.71,0
0.01449868354976,0.001011149534081,-3.9966743288203e-06,-2.7706800330061e-05,35.270526315789,35.270526315789,10.71,0
0.014351100552965,0.0010300516455917,5.7177877074189e-06,-3.8754113761141e-05,35.431578947368,35.431578947368,10.71,0
0.014203613305684,0.001048406623326,1.5307559427153e-05,-4.9750954972648e-05,35.592631578947,35.592631578947,10.71,0
0.014058057219599,0.0010617311675579,2.2863482863916e-05,-5.8367773215807e-05,35.753684210526,35.753684210526,10.71,0
0.013918439258661,0.0010595641818929,2.4161438119564e-05,-5.9671098833606e-05,35.914736842105,35.914736842105,10.71,0
0.013782829715536,0.0010453331622457,2.095485895529e-05,-5.6368932015878e-05,36.075789473684,36.075789473684,10.71,0
0.013651376094298,0.0010202848446204,1.3254714111244e-05,-4.7808333827887e-05,36.236842105263,36.236842105263,10.71,0
0.013522136506191,0.00098947370065467,3.1606591877712e-06,-3.6446349667968e-05,36.397894736842,36.397894736842,10.71,0
0.013393074172831,0.00095763017723484,-7.1756560945809e-06,-2.501583198698e-05,36.558947368421,36.558947368421,10.71,0
0.013265341250076,0.00091804380790963,-1.9328924068401e-05,-1.3071312898089e-05,36.72,36.72,10.71,0
0.01313760832732,0.00087845743858443,-3.1482192042222e-05,-1.1267938091981e-06,36.881052631579,36.881052631579,10.71,0
0.013005001245095,0.00084970656440392,-3.9713273485515e-05,6.1822869207403e-06,37.042105263158,37.042105263158,10.71,0
0.012867806774545,0.00083073245050485,-4.4424648666727e-05,9.3301301604899e-06,37.203157894737,37.203157894737,10.71,0
0.012729144633298,0.00081323632891076,-4.8682561396701e-05,1.1935817466037e-05,37.364210526316,37.364210526316,10.71,0
0.012585848252516,0.00080599859709372,-5.0633162201734e-05,1.2870499965632e-05,37.525263157895,37.525263157895,10.71,0
0.012442364955257,0.00079917462508689,-5.2490700356106e-05,1.3737784496696e-05,37.686315789474,37.686315789474,10.71,0
0.012297368054225,0.0007947992716146,-5.3941964011488e-05,1.4397163878525e-05,37.847368421053,37.847368421053,10.71,0
0.012148738504136,0.00079630060262528,-5.4418168869279e-05,1.4557570902181e-05,38.008421052632,38.008421052632,10.71,0
0.012000108954047,0.00079780193363596,-5.489437372707e-05,1.4717977925837e-05,38.169473684211,38.169473684211,10.71,0
0.011847804797434,0.00080727524749493,-5.3727427498676e-05,1.3784981895544e-05,38.330526315789,38.330526315789,10.71,0
0.011693271862189,0.00082078139597875,-5.1682928178596e-05,1.2152341240765e-05,38.491578947368,38.491578947368,10.71,0
0.011536235767875,0.00083832370305261,-4.8384372755136e-05,9.0504515814393e-06,38.652631578947,38.652631578947,10.71,0
