time,bnorm,group1diff,moxa_fission_heat,moxa_fission_heat2,moxb_fission_heat,moxb_fission_heat2,total_fission_heat,uo2a_fission_heat,uo2a_fission_heat2,uo2b_fission_heat,uo2b_fission_heat2,Executioner/eigenvalue
1,0.93792428977388,0.91386799766509,3.3881091544853e-12,0,3.3880094242319e-12,0,1.2505657196985e-11,4.2318634869439e-12,0,1.4976751313239e-12,0,0.93792428977388
