flux0_1,flux0_2,flux0_3,flux2_1,flux2_2,flux2_3,id,x,y,z
17.642864062291,15.284506692165,2.3823649658379,0.68128205333925,0.99550470969838,0.16254001682304,0,0,0,0
19.877124479229,18.633248928339,2.9514292487294,0.33453067754135,0.63793325610055,0.10578107622973,0.50505050505051,0.50505050505051,0,0
22.009466502281,21.939486424382,3.5164510424388,0.061507825037301,0.37958993857881,0.065721542158039,1.010101010101,1.010101010101,0,0
24.045071806796,25.199079895733,4.0767170008556,-0.15198793483464,0.19225220419355,0.037275048250806,1.5151515151515,1.5151515151515,0,0
25.988703881671,28.408374102928,4.631565545929,-0.31748145802491,0.055820012841422,0.016915123620764,2.020202020202,2.020202020202,0,0
27.844762000755,31.564151018647,5.1803809990903,-0.44432325251559,-0.0440337549674,0.0021961246431104,2.5252525252525,2.5252525252525,0,0
29.617326045543,34.663584642621,5.7225887485075,-0.54009757383539,-0.11753152498414,-0.0085785991385492,3.030303030303,3.030303030303,0,0
31.310193850494,37.704198772017,6.2576512847917,-0.61095402725645,-0.17197576592591,-0.016586586784269,3.5353535353535,3.5353535353535,0,0
32.926912431025,40.683828348286,6.7850649429001,-0.66187701004314,-0.21259059630298,-0.022645540837311,4.040404040404,4.040404040404,0,0
34.470804200803,43.60058456948,7.3043572059189,-0.696904641668,-0.24311983295868,-0.027323696587325,4.5454545454545,4.5454545454545,0,0
35.944989079406,46.452823695837,7.8150844487836,-0.71930664752375,-0.26625212466304,-0.031016312226955,5.0505050505051,5.0505050505051,0,0
37.352403223796,49.239119328165,8.3168300225345,-0.7317288881953,-0.283923296311,-0.033998686111741,5.5555555555556,5.5555555555556,0,0
38.695814981305,51.958237863709,8.8092026000543,-0.7363107850727,-0.29753147572959,-0.036462908695915,6.0606060606061,6.0606060606061,0,0
39.977838550932,54.609116805918,9.2918347217685,-0.73478072191968,-0.30809025111164,-0.038543342030444,6.5656565656566,6.5656565656566,0,0
41.200945750023,57.190845604589,9.7643814941942,-0.7285335501695,-0.31633778284419,-0.040334285987657,7.0707070707071,7.0707070707071,0,0
42.367476209995,59.702648719722,10.226519405758,-0.71869355231574,-0.32281459668379,-0.04190222816419,7.5757575757576,7.5757575757576,0,0
43.47964626551,62.143870627676,10.677945233436,-0.70616558917581,-0.32791909748051,-0.043294338623216,8.0808080808081,8.0808080808081,0,0
44.539556752915,64.513962517391,11.118375020748,-0.69167664606105,-0.33194722530228,-0.044544360850803,8.5858585858586,8.5858585858586,0,0
45.549199894414,66.812470454131,11.547543113012,-0.67580957778006,-0.33512081786921,-0.045676697088817,9.0909090909091,9.0909090909091,0,0
46.510465412327,69.039024816658,11.965201239782,-0.65903051513684,-0.33760792400131,-0.046709241441463,9.5959595959596,9.5959595959596,0,0
47.425145991822,71.193330840108,12.371117637329,-0.64171112144625,-0.33953737596525,-0.047655344456332,10.10101010101,10.10101010101,0,0
48.294942189036,73.275160120242,12.765076206295,-0.62414666486917,-0.34100926304046,-0.048525175308686,10.606060606061,10.606060606061,0,0
49.121466864392,75.28434295606,13.146875701181,-0.60657069136871,-0.34210247570017,-0.049326666141202,11.111111111111,11.111111111111,0,0
49.906249206556,77.220761425315,13.516328949483,-0.58916693598588,-0.34288015360585,-0.05006616659518,11.616161616162,11.616161616162,0,0
50.65073840123,79.08434310356,13.873262099087,-0.57207899062425,-0.34339363152019,-0.050748897336536,12.121212121212,12.121212121212,0,0
51.356306989334,80.8750553506,14.217513893119,-0.55541814939001,-0.34368530711812,-0.051379264197867,12.626262626263,12.626262626263,0,0
52.024253951579,82.592900099542,14.548934971771,-0.53926977362722,-0.34379073356257,-0.051961075682025,13.131313131313,13.131313131313,0,0
52.655807550165,84.237909093381,14.867387200909,-0.52369845463186,-0.3437401534405,-0.052497693475956,13.636363636364,13.636363636364,0,0
53.252127953061,85.810139522016,15.172743027406,-0.50875219992746,-0.34355962914637,-0.052992136563057,14.141414141414,14.141414141414,0,0
53.814309662328,87.309670019755,15.464884861236,-0.49446582662639,-0.34327188092124,-0.053447153191703,14.646464646465,14.646464646465,0,0
54.343383764248,88.736596988858,15.743704484407,-0.48086371099248,-0.34289691241227,-0.053865270607569,15.151515151515,15.151515151515,0,0
54.840320016383,90.091031219664,16.009102486841,-0.46796201535224,-0.34245248122883,-0.054248829409118,15.656565656566,15.656565656566,0,0
55.306028784188,91.373094781862,16.260987729291,-0.45577049077817,-0.34195445592257,-0.054600007283355,16.161616161616,16.161616161616,0,0
55.741362837938,92.582918165216,16.499276833356,-0.44429393550876,-0.34141708933609,-0.05492083541159,16.666666666667,16.666666666667,0,0
56.147119019167,93.720637650471,16.723893698694,-0.43353337405739,-0.34085323000464,-0.055213209832382,17.171717171717,17.171717171717,0,0
56.524039784327,94.786392894125,16.934769047427,-0.4234870097665,-0.34027448737765,-0.055478899330776,17.676767676768,17.676767676768,0,0
56.8728146324,95.780324712747,17.131839995778,-0.4141509936595,-0.33969136234032,-0.055719550946632,18.181818181818,18.181818181818,0,0
57.19408142225,96.702573054108,17.315049652917,-0.4055200443822,-0.33911335143275,-0.055936693847709,18.686868686869,18.686868686869,0,0
57.488427584587,97.553275144241,17.484346747002,-0.39758794747874,-0.33854903093838,-0.056131742085818,19.191919191919,19.191919191919,0,0
57.756391232876,98.332563800827,17.639685278354,-0.39034795692336,-0.33800612537259,-0.05630599658381,19.69696969697,19.69696969697,0,0
57.998462176897,99.040565904364,17.781024199714,-0.38379311749609,-0.33749156374359,-0.056460646599736,20.20202020202,20.20202020202,0,0
