flux1,id,x,y,z
28.821087739969,0,0,0,0
34.628544920832,0.50505050505051,0.50505050505051,0,0
40.255417228882,1.010101010101,1.010101010101,0,0
45.705953748464,1.5151515151515,1.5151515151515,0,0
50.984270373213,2.020202020202,2.020202020202,0,0
56.094353011225,2.5252525252525,2.5252525252525,0,0
61.040060539507,3.030303030303,3.030303030303,0,0
65.825127751561,3.5353535353535,3.5353535353535,0,0
70.453168103591,4.040404040404,4.040404040404,0,0
74.927676506313,4.5454545454545,4.5454545454545,0,0
79.252031906675,5.0505050505051,5.0505050505051,0,0
83.42949991601,5.5555555555556,5.5555555555556,0,0
87.463235183682,6.0606060606061,6.0606060606061,0,0
91.356283904628,6.5656565656566,6.5656565656566,0,0
95.111586003557,7.0707070707071,7.0707070707071,0,0
98.731977411746,7.5757575757576,7.5757575757576,0,0
102.22019219579,8.0808080808081,8.0808080808081,0,0
105.57886457069,8.5858585858586,8.5858585858586,0,0
108.81053093417,9.0909090909091,9.0909090909091,0,0
111.91763168732,9.5959595959596,9.5959595959596,0,0
114.90251316739,10.10101010101,10.10101010101,0,0
117.76742945477,10.606060606061,10.606060606061,0,0
120.51454411952,11.111111111111,11.111111111111,0,0
123.14593172133,11.616161616162,11.616161616162,0,0
125.66357940476,12.121212121212,12.121212121212,0,0
128.069388477,12.626262626263,12.626262626263,0,0
130.36517581791,13.131313131313,13.131313131313,0,0
132.55267525183,13.636363636364,13.636363636364,0,0
134.63353880489,14.141414141414,14.141414141414,0,0
136.60933795676,14.646464646465,14.646464646465,0,0
138.48156482604,15.151515151515,15.151515151515,0,0
140.25163331517,15.656565656566,15.656565656566,0,0
141.92088015118,16.161616161616,16.161616161616,0,0
143.49056595932,16.666666666667,16.666666666667,0,0
144.96187619544,17.171717171717,17.171717171717,0,0
146.33592202668,17.676767676768,17.676767676768,0,0
147.61374119123,18.181818181818,18.181818181818,0,0
148.79629869043,18.686868686869,18.686868686869,0,0
149.88448756534,19.191919191919,19.191919191919,0,0
150.87912950502,19.69696969697,19.69696969697,0,0
151.78097557265,20.20202020202,20.20202020202,0,0
152.59070689099,20.707070707071,20.707070707071,0,0
153.30893507197,21.212121212121,21.212121212121,0,0
153.93620257679,21.717171717172,21.717171717172,0,0
154.47298316112,22.222222222222,22.222222222222,0,0
154.91968227883,22.727272727273,22.727272727273,0,0
155.27663734395,23.232323232323,23.232323232323,0,0
155.54411798445,23.737373737374,23.737373737374,0,0
155.72232624439,24.242424242424,24.242424242424,0,0
155.81139672907,24.747474747475,24.747474747475,0,0
155.81139673014,25.252525252525,25.252525252525,0,0
155.72232624956,25.757575757576,25.757575757576,0,0
155.54411798923,26.262626262626,26.262626262626,0,0
155.27663735271,26.767676767677,26.767676767677,0,0
154.91968229107,27.272727272727,27.272727272727,0,0
154.47298317244,27.777777777778,27.777777777778,0,0
153.93620258683,28.282828282828,28.282828282828,0,0
153.30893508446,28.787878787879,28.787878787879,0,0
152.59070689483,29.292929292929,29.292929292929,0,0
151.78097556783,29.79797979798,29.79797979798,0,0
150.87912950248,30.30303030303,30.30303030303,0,0
149.88448755799,30.808080808081,30.808080808081,0,0
148.79629868661,31.313131313131,31.313131313131,0,0
147.61374118798,31.818181818182,31.818181818182,0,0
146.33592202227,32.323232323232,32.323232323232,0,0
144.96187618901,32.828282828283,32.828282828283,0,0
143.49056595807,33.333333333333,33.333333333333,0,0
141.92088014813,33.838383838384,33.838383838384,0,0
140.25163331387,34.343434343434,34.343434343434,0,0
138.48156482429,34.848484848485,34.848484848485,0,0
136.60933795429,35.353535353535,35.353535353535,0,0
134.63353880705,35.858585858586,35.858585858586,0,0
132.5526752532,36.363636363636,36.363636363636,0,0
130.36517582513,36.868686868687,36.868686868687,0,0
128.06938848105,37.373737373737,37.373737373737,0,0
125.66357941166,37.878787878788,37.878787878788,0,0
123.14593172825,38.383838383838,38.383838383838,0,0
120.51454413149,38.888888888889,38.888888888889,0,0
117.76742945663,39.393939393939,39.393939393939,0,0
114.90251317564,39.89898989899,39.89898989899,0,0
111.91763170014,40.40404040404,40.40404040404,0,0
108.81053093753,40.909090909091,40.909090909091,0,0
105.57886458129,41.414141414141,41.414141414141,0,0
102.22019219786,41.919191919192,41.919191919192,0,0
98.731977410479,42.424242424242,42.424242424242,0,0
95.111585993374,42.929292929293,42.929292929293,0,0
91.356283899089,43.434343434343,43.434343434343,0,0
87.463235171799,43.939393939394,43.939393939394,0,0
83.429499907881,44.444444444444,44.444444444444,0,0
79.252031902584,44.949494949495,44.949494949495,0,0
74.927676506135,45.454545454545,45.454545454545,0,0
70.453168105542,45.959595959596,45.959595959596,0,0
65.825127750737,46.464646464646,46.464646464646,0,0
61.040060548238,46.969696969697,46.969696969697,0,0
56.094353014794,47.474747474747,47.474747474747,0,0
50.984270380417,47.979797979798,47.979797979798,0,0
45.705953750545,48.484848484848,48.484848484848,0,0
40.255417241446,48.989898989899,48.989898989899,0,0
34.62854492216,49.494949494949,49.494949494949,0,0
28.821087753612,50,50,0,0
