flux1,flux2,flux3,id,x,y,z
17.560599546925,13.592377312504,2.0958630630357,0,0,0,0
19.735561828654,16.89413716715,2.6517397937724,0.50505050505051,0.50505050505051,0,0
21.817753052626,20.150929956258,3.203626245068,1.010101010101,1.010101010101,0,0
23.810873376064,23.359904333027,3.7509272116086,1.5151515151515,1.5151515151515,0,0
25.718464697347,26.518446496641,4.2930711865352,2.020202020202,2.020202020202,0,0
27.54391694785,29.624164880006,4.8295102931315,2.5252525252525,2.5252525252525,0,0
29.290474113884,32.67487565449,5.3597201161124,3.030303030303,3.030303030303,0,0
30.961239999399,35.668589010394,5.8831994449025,3.5353535353535,3.5353535353535,0,0
32.559183739713,38.603496173939,6.3994699402162,4.040404040404,4.040404040404,0,0
34.087145076032,41.477957123553,6.9080757342598,4.5454545454545,4.5454545454545,0,0
35.54783940015,44.290488970124,7.408582973961,5.0505050505051,5.0505050505051,0,0
36.943862578273,47.039754967649,7.9005793157894,5.5555555555556,5.5555555555556,0,0
38.277695562532,49.72455412247,8.3836733799541,6.0606060606061,6.0606060606061,0,0
39.551708798395,52.343811370844,8.857494171051,6.5656565656566,6.5656565656566,0,0
40.768166435773,54.896568296196,9.3216904715782,7.0707070707071,7.0707070707071,0,0
41.929230351328,57.381974358842,9.7759302141293,7.5757575757576,7.5757575757576,0,0
43.036963989107,59.799278612391,10.219899837526,8.0808080808081,8.0808080808081,0,0
44.093336026331,62.147821882345,10.653303631642,8.5858585858586,8.5858585858586,0,0
45.100223870847,64.427029383724,11.075863075191,9.0909090909091,9.0909090909091,0,0
46.059416996456,66.636403755726,11.487316170362,9.5959595959596,9.5959595959596,0,0
46.972620122037,68.775518492601,11.887416777736,10.10101010101,10.10101010101,0,0
47.841456240114,70.844011751028,12.275933954619,10.606060606061,10.606060606061,0,0
48.667469500244,72.84158051532,12.652651299572,11.111111111111,11.111111111111,0,0
49.452127952354,74.767975102809,13.017366305605,11.616161616162,11.616161616162,0,0
50.196826154886,76.622993992703,13.369889724285,12.121212121212,12.121212121212,0,0
50.902887652393,78.406478962638,13.710044942696,12.626262626263,12.626262626263,0,0
51.571567326977,80.118310518026,14.037667375015,13.131313131313,13.131313131313,0,0
52.20405362776,81.758403600121,14.352603870252,13.636363636364,13.636363636364,0,0
52.801470682325,83.326703559559,14.654712137492,14.141414141414,14.141414141414,0,0
53.364880293901,84.823182382867,14.943860189865,14.646464646465,14.646464646465,0,0
53.895283827821,86.247835160194,15.219925808267,15.151515151515,15.151515151515,0,0
54.393623990609,87.600676783216,15.48279602575,15.656565656566,15.656565656566,0,0
54.860786504865,88.881738862853,15.732366633383,16.161616161616,16.161616161616,0,0
55.297601682904,90.091066857071,15.968541708251,16.666666666667,16.666666666667,0,0
55.70484590196,91.228717399707,16.191233164198,17.171717171717,17.171717171717,0,0
56.083242983571,92.294755821811,16.400360325803,17.676767676768,17.676767676768,0,0
56.433465479586,93.28925385763,16.595849526034,18.181818181818,18.181818181818,0,0
56.756135867092,94.212287527893,16.777633727923,18.686868686869,18.686868686869,0,0
57.051827654373,95.063935193599,16.945652170579,19.191919191919,19.191919191919,0,0
57.321066399869,95.844275774071,17.099850039798,19.69696969697,19.69696969697,0,0
57.564330645946,96.553387123503,17.240178163455,20.20202020202,20.20202020202,0,0
57.782052769128,97.191344560765,17.366592731887,20.707070707071,20.707070707071,0,0
57.974619748316,97.75821954768,17.479055043366,21.212121212121,21.212121212121,0,0
58.142373852345,98.2540785115,17.577531274806,21.717171717172,21.717171717172,0,0
58.285613248099,98.678981807716,17.661992277782,22.222222222222,22.222222222222,0,0
58.404592530276,99.03298281984,17.732413399922,22.727272727273,22.727272727273,0,0
58.499523173741,99.316127193196,17.788774331742,23.232323232323,23.232323232323,0,0
58.570573909254,99.528452200219,17.831058978951,23.737373737374,23.737373737374,0,0
58.617871023266,99.669986235185,17.859255360268,24.242424242424,24.242424242424,0,0
58.641498582297,99.740748436696,17.873355530769,24.747474747475,24.747474747475,0,0
58.641498582297,99.740748436696,17.873355530769,25.252525252525,25.252525252525,0,0
58.617871023266,99.669986235185,17.859255360268,25.757575757576,25.757575757576,0,0
58.570573909254,99.528452200219,17.831058978951,26.262626262626,26.262626262626,0,0
58.499523173741,99.316127193196,17.788774331742,26.767676767677,26.767676767677,0,0
58.404592530276,99.03298281984,17.732413399922,27.272727272727,27.272727272727,0,0
58.285613248098,98.678981807716,17.661992277782,27.777777777778,27.777777777778,0,0
58.142373852345,98.2540785115,17.577531274806,28.282828282828,28.282828282828,0,0
57.974619748316,97.75821954768,17.479055043365,28.787878787879,28.787878787879,0,0
