flux0_1,flux0_2,flux0_3,flux2_1,flux2_2,flux2_3,id,x,y,z
0.34823044819419,0.94952265143872,0.20041909841961,-0.0001352508774663,-0.00012116106314949,-2.1764260333434e-05,166.66666666667,166.66666666667,0,0
0.34618624538798,0.94394870742441,0.19924258620745,-0.00013445690888433,-0.00012044981782038,-2.1636501401505e-05,169.69696969697,169.69696969697,0,0
0.34380635961173,0.93745945383225,0.19787287629445,-0.00013353255759698,-0.00011962177795646,-2.148776373322e-05,172.72727272727,172.72727272727,0,0
0.34109309766577,0.93006118051669,0.19631129626932,-0.00013247871716603,-0.00011867774662126,-2.1318192068842e-05,175.75757575758,175.75757575758,0,0
0.33804908950332,0.92176105841915,0.19455935968046,-0.00013129640555966,-0.00011761863954319,-2.1127951592369e-05,178.78787878788,178.78787878788,0,0
0.33467690006752,0.91256608113291,0.19261854262188,-0.0001299866138735,-0.00011644535017897,-2.0917203782041e-05,181.81818181818,181.81818181818,0,0
0.33097993746441,0.90248554118778,0.19049080640321,-0.00012855065837213,-0.00011515906585947,-2.0686163310326e-05,184.84848484848,184.84848484848,0,0
0.32696204610248,0.89152992060322,0.18817836336266,-0.00012699002143781,-0.00011376112647495,-2.0435072822822e-05,187.87878787879,187.87878787879,0,0
0.32262712188446,0.87970984154307,0.18568345536027,-0.00012530620060381,-0.00011225289096094,-2.01641791912e-05,190.90909090909,190.90909090909,0,0
0.31797936811309,0.86703676397345,0.1830085010109,-0.00012350080579521,-0.00011063582687263,-1.9873749920715e-05,193.93939393939,193.93939393939,0,0
0.31302329146924,0.8535229745172,0.18015609329731,-0.00012157555470039,-0.00010891150977896,-1.9564073484634e-05,196.9696969697,196.9696969697,0,0
0.30776369771927,0.83918157448853,0.17712899699665,-0.00011953226668895,-0.00010708162293256,-1.9235459877305e-05,200,200,0,0
0.30220568716579,0.8240264671107,0.17393014591508,-0.00011737285473516,-0.00010514795739029,-1.8888241479631e-05,203.0303030303,203.0303030303,0,0
0.29635464986106,0.80807234391598,0.17056263992326,-0.00011509931455281,-0.00010311241283819,-1.8522774365104e-05,206.06060606061,206.06060606061,0,0
0.29021626060808,0.79133467032227,0.16702974178108,-0.00011271370978573,-0.00010097699948472,-1.8139440222422e-05,209.09090909091,209.09090909091,0,0
0.28379647378428,0.77382967037237,0.16333487373481,-0.00011021815166563,-9.8743841551619e-05,-1.773864913574e-05,212.12121212121,212.12121212121,0,0
0.27710151803482,0.75557431061036,0.15948161386219,-0.00010761477092604,-9.64151831259e-05,-1.7320843550304e-05,215.15151515152,215.15151515152,0,0
0.27013789090111,0.73658628305204,0.15547369213058,-0.00010490567877261,-9.3993397470195e-05,-1.6886503867042e-05,218.18181818182,218.18181818182,0,0
0.2629123534749,0.71688398718054,0.15131498611889,-0.00010209291243583,-9.1481001368703e-05,-1.6436156264203e-05,221.21212121212,221.21212121212,0,0
0.25543192520462,0.6964865108608,0.14700951633448,-9.917835909677e-05,-8.8880676781344e-05,-1.597038354528e-05,224.24242424242,224.24242424242,0,0
0.24770387903035,0.67541361001233,0.14256144102923,-9.6163649492375e-05,-8.6195303064767e-05,-1.5489840075428e-05,227.27272727273,227.27272727273,0,0
0.23973573709469,0.65368568680142,0.13797505038337,-9.3050008996947e-05,-8.3428004423898e-05,-1.4995272204752e-05,230.30303030303,230.30303030303,0,0
0.2315352673752,0.63132376600007,0.13325475987661,-8.9838049308027e-05,-8.0582219273456e-05,-1.4487545998826e-05,233.33333333333,233.33333333333,0,0
0.22311048172273,0.60834946899672,0.12840510260211,-8.65274772804e-05,-7.7661801045621e-05,-1.3967684618519e-05,236.36363636364,236.36363636364,0,0
0.21446963598283,0.58478498470957,0.12343072019289,-8.311668849566e-05,-7.4671164046948e-05,-1.3436918310921e-05,239.39393939394,239.39393939394,0,0
0.20562091809994,0.56065217387193,0.11833616942992,-7.9602027445837e-05,-7.1615400375393e-05,-1.2896738661449e-05,242.42424242424,242.42424242424,0,0
0.1965733538347,0.53597498527818,0.11312642803689,-7.5977442637648e-05,-6.8500866063112e-05,-1.2349026800891e-05,245.45454545455,245.45454545455,0,0
0.18733605302494,0.51077731262497,0.10780643522004,-7.2233040277366e-05,-6.5335364342103e-05,-1.1796126981005e-05,248.48484848485,248.48484848485,0,0
0.17791833432297,0.4850832143571,0.10238112960182,-6.8353600081444e-05,-6.212880554925e-05,-1.1240998239676e-05,251.51515151515,251.51515151515,0,0
0.16832984224596,0.45891706413502,0.09685547051791,-6.4316522427968e-05,-5.8894120677694e-05,-1.0687399193065e-05,254.54545454545,254.54545454545,0,0
0.15858059926226,0.43230345407799,0.091234404707606,-6.008894656053e-05,-5.5648525911727e-05,-1.0140109518263e-05,257.57575757576,257.57575757576,0,0
0.14868108186683,0.40526706607957,0.085522823935735,-5.5623793368144e-05,-5.2415320005482e-05,-9.6051917353559e-06,260.60606060606,260.60606060606,0,0
0.13864232991854,0.37783249780123,0.079725511201662,-5.085433420384e-05,-4.9226433091283e-05,-9.0902851177964e-06,263.63636363636,263.63636363636,0,0
0.12847610191065,0.35002402434362,0.073847072888223,-4.568670233296e-05,-4.6126030495073e-05,-8.6049084665232e-06,266.66666666667,266.66666666667,0,0
0.11819509340113,0.32186526871364,0.067891854095481,-3.9989381398294e-05,-4.3175585355669e-05,-8.1607217255652e-06,269.69696969697,269.69696969697,0,0
0.10781324186759,0.29337874319665,0.061863834721732,-3.3577708344643e-05,-4.0460956453072e-05,-7.7716505258234e-06,272.72727272727,272.72727272727,0,0
0.097346149090389,0.26458520856575,0.055766504991238,-2.6188377225717e-05,-3.8102053995659e-05,-7.4536991168633e-06,275.75757575758,275.75757575758,0,0
0.086811661890552,0.23550277777678,0.049602721740329,-1.7428829499648e-05,-3.6265171512083e-05,-7.2241266048191e-06,278.78787878788,278.78787878788,0,0
0.076230662693574,0.20614566582967,0.043374551931955,-6.6519061746611e-06,-3.5174284856344e-05,-7.0992149372107e-06,281.81818181818,281.81818181818,0,0
0.065628128158407,0.17652246424956,0.037083119341227,7.4130815974914e-06,-3.5092944812282e-05,-7.0873054857655e-06,284.84848484848,284.84848484848,0,0
0.055034499177828,0.14663382507493,0.030728487397415,2.7854738260444e-05,-3.6077243092598e-05,-7.1532337013754e-06,287.87878787879,287.87878787879,0,0
