flux,id,x,y,z
4.8807081383265,0,0,0,0
4.9795982526113,0.050505050505051,0.050505050505051,0,0
5.0764583727989,0.1010101010101,0.1010101010101,0,0
5.1712892345376,0.15151515151515,0.15151515151515,0,0
5.2640915540332,0.2020202020202,0.2020202020202,0,0
5.3548660347685,0.25252525252525,0.25252525252525,0,0
5.4436133658162,0.3030303030303,0.3030303030303,0,0
5.530334212862,0.35353535353535,0.35353535353535,0,0
5.6150292327015,0.4040404040404,0.4040404040404,0,0
5.6976990689716,0.45454545454545,0.45454545454545,0,0
5.7783443479046,0.50505050505051,0.50505050505051,0,0
5.8569656807266,0.55555555555556,0.55555555555556,0,0
5.9335636641296,0.60606060606061,0.60606060606061,0,0
6.0081388782481,0.65656565656566,0.65656565656566,0,0
6.0806918833532,0.70707070707071,0.70707070707071,0,0
6.1512232277425,0.75757575757576,0.75757575757576,0,0
6.2197334435348,0.80808080808081,0.80808080808081,0,0
6.286223049735,0.85858585858586,0.85858585858586,0,0
6.350692550138,0.90909090909091,0.90909090909091,0,0
6.4131424286124,0.95959595959596,0.95959595959596,0,0
6.4735731529846,1.010101010101,1.010101010101,0,0
6.5319851744821,1.0606060606061,1.0606060606061,0,0
6.5883789407177,1.1111111111111,1.1111111111111,0,0
6.6427548797745,1.1616161616162,1.1616161616162,0,0
6.6951134029707,1.2121212121212,1.2121212121212,0,0
6.7454549057244,1.2626262626263,1.2626262626263,0,0
6.7937797701701,1.3131313131313,1.3131313131313,0,0
6.8400883589749,1.3636363636364,1.3636363636364,0,0
6.8843810209114,1.4141414141414,1.4141414141414,0,0
6.9266580902439,1.4646464646465,1.4646464646465,0,0
6.9669198869943,1.5151515151515,1.5151515151515,0,0
7.0051667157176,1.5656565656566,1.5656565656566,0,0
7.0413988679642,1.6161616161616,1.6161616161616,0,0
7.0756166216031,1.6666666666667,1.6666666666667,0,0
7.1078202367388,1.7171717171717,1.7171717171717,0,0
7.1380099542595,1.7676767676768,1.7676767676768,0,0
7.1661860003258,1.8181818181818,1.8181818181818,0,0
7.1923485903922,1.8686868686869,1.8686868686869,0,0
7.2164979216243,1.9191919191919,1.9191919191919,0,0
7.2386341693449,1.969696969697,1.969696969697,0,0
7.2587574958628,2.020202020202,2.020202020202,0,0
7.2768680572798,2.0707070707071,2.0707070707071,0,0
7.2929659949775,2.1212121212121,2.1212121212121,0,0
7.3070514333775,2.1717171717172,2.1717171717172,0,0
7.3191244798702,2.2222222222222,2.2222222222222,0,0
7.329185226307,2.2727272727273,2.2727272727273,0,0
7.337233748371,2.3232323232323,2.3232323232323,0,0
7.343270107489,2.3737373737374,2.3737373737374,0,0
7.3472943502462,2.4242424242424,2.4242424242424,0,0
7.3493065050793,2.4747474747475,2.4747474747475,0,0
7.3493065832599,2.5252525252525,2.5252525252525,0,0
7.3472945797419,2.5757575757576,2.5757575757576,0,0
7.3432704755385,2.6262626262626,2.6262626262626,0,0
7.3372342393138,2.6767676767677,2.6767676767677,0,0
7.3291858270913,2.7272727272727,2.7272727272727,0,0
7.31912517695,2.7777777777778,2.7777777777778,0,0
7.3070522117356,2.8282828282828,2.8282828282828,0,0
7.292966840631,2.8787878787879,2.8787878787879,0,0
7.2768689555348,2.9292929292929,2.9292929292929,0,0
7.2587584336553,2.979797979798,2.979797979798,0,0
7.2386351384753,3.030303030303,3.030303030303,0,0
7.2164989174137,3.0808080808081,3.0808080808081,0,0
7.1923496064261,3.1313131313131,3.1313131313131,0,0
7.166187024236,3.1818181818182,3.1818181818182,0,0
7.1380109725675,3.2323232323232,3.2323232323232,0,0
7.1078212394178,3.2828282828283,3.2828282828283,0,0
7.0756175953158,3.3333333333333,3.3333333333333,0,0
7.0413997989815,3.3838383838384,3.3838383838384,0,0
7.0051675937629,3.4343434343434,3.4343434343434,0,0
6.9669207071528,3.4848484848485,3.4848484848485,0,0
6.9266588519179,3.5353535353535,3.5353535353535,0,0
6.884381726296,3.5858585858586,3.5858585858586,0,0
6.8400890121167,3.6363636363636,3.6363636363636,0,0
6.7937803736644,3.6868686868687,3.6868686868687,0,0
6.7454554604192,3.7373737373737,3.7373737373737,0,0
6.6951139047414,3.7878787878788,3.7878787878788,0,0
6.6427553267687,3.8383838383838,3.8383838383838,0,0
6.588379332237,3.8888888888889,3.8888888888889,0,0
6.5319855074763,3.9393939393939,3.9393939393939,0,0
6.4735734255203,3.989898989899,3.989898989899,0,0
6.4131426389962,4.040404040404,4.040404040404,0,0
6.3506926932883,4.0909090909091,4.0909090909091,0,0
6.2862231174662,4.1414141414141,4.1414141414141,0,0
6.2197334266966,4.1919191919192,4.1919191919192,0,0
6.1512231212813,4.2424242424242,4.2424242424242,0,0
6.0806916863073,4.2929292929293,4.2929292929293,0,0
6.0081385870582,4.3434343434343,4.3434343434343,0,0
5.9335632773229,4.3939393939394,4.3939393939394,0,0
5.856965193405,4.4444444444444,4.4444444444444,0,0
5.7783437548815,4.4949494949495,4.4949494949495,0,0
5.6976983686227,4.5454545454545,4.5454545454545,0,0
5.6150284290084,4.5959595959596,4.5959595959596,0,0
5.5303333163212,4.6464646464646,4.6464646464646,0,0
5.4436123910132,4.6969696969697,4.6969696969697,0,0
5.354864996909,4.7474747474747,4.7474747474747,0,0
5.2640904614784,4.7979797979798,4.7979797979798,0,0
5.1712881028522,4.8484848484848,4.8484848484848,0,0
5.0764572216135,4.8989898989899,4.8989898989899,0,0
4.979597098052,4.9494949494949,4.9494949494949,0,0
4.8807069942497,5,5,0,0
