flux1,flux2,flux3,id,x,y,z
17.560599546925,13.592179857939,2.095832616726,0,0,0,0
19.735561828654,16.893891748382,2.6517012723193,0.50505050505051,0.50505050505051,0,0
21.817753052626,20.150637226516,3.2035797064376,1.010101010101,1.010101010101,0,0
23.810873376064,23.359564986963,3.7508727224136,1.5151515151515,1.5151515151515,0,0
25.718464697347,26.518061266877,4.2930088216905,2.020202020202,2.020202020202,0,0
27.543916947851,29.623734533905,4.8294401355109,2.5252525252525,2.5252525252525,0,0
29.290474113884,32.674400991141,5.3596422562078,3.030303030303,3.030303030303,0,0
30.9612399994,35.66807085779,5.8831139804869,3.5353535353535,3.5353535353535,0,0
32.559183739713,38.602935386348,6.3993769760113,4.040404040404,4.040404040404,0,0
34.087145076033,41.477354579071,6.9079753816096,4.5454545454545,4.5454545454545,0,0
35.547839400151,44.289845568385,7.4084753505122,5.0505050505051,5.0505050505051,0,0
36.943862578273,47.039071627707,7.9004645451786,5.5555555555556,5.5555555555556,0,0
38.277695562533,49.723831780827,8.3835515915033,6.0606060606061,6.0606060606061,0,0
39.551708798396,52.343050979617,8.8573654994719,6.5656565656566,6.5656565656566,0,0
40.768166435774,54.895770821425,9.3215550566843,7.0707070707071,7.0707070707071,0,0
41.929230351329,57.381140778925,9.7757882005582,7.5757575757576,7.5757575757576,0,0
43.036963989108,59.798409916633,10.219751374471,8.0808080808081,8.0808080808081,0,0
44.093336026331,62.146919069628,10.65314887259,8.5858585858586,8.5858585858586,0,0
45.100223870847,64.426093461278,11.075702177677,9.0909090909091,9.0909090909091,0,0
46.059416996457,66.635435738007,11.487149295727,9.5959595959596,9.5959595959596,0,0
46.972620122038,68.774519400262,11.887244090895,10.10101010101,10.10101010101,0,0
47.841456240114,70.842982609977,12.275755623844,10.606060606061,10.606060606061,0,0
48.667469500244,72.840522355867,12.652467496276,11.111111111111,11.111111111111,0,0
49.452127952355,74.766888958891,13.017177204145,11.616161616162,11.616161616162,0,0
50.196826154887,76.621880901185,13.369695501767,12.121212121212,12.121212121212,0,0
50.902887652393,78.405339962683,13.70984577879,12.626262626263,12.626262626263,0,0
51.571567326978,80.117146650533,14.037463451784,13.131313131313,13.131313131313,0,0
52.204053627761,81.757215907226,14.352395371982,13.636363636364,13.636363636364,0,0
52.801470682326,83.32549308419,14.654499250538,14.141414141414,14.141414141414,0,0
53.364880293902,84.821950168359,14.943643102498,14.646464646465,14.646464646465,0,0
53.895283827822,86.246582249954,15.219704710533,15.151515151515,15.151515151515,0,0
54.39362399061,87.599404220436,15.482571109338,15.656565656566,15.656565656566,0,0
54.860786504866,88.880447690262,15.732138091493,16.161616161616,16.161616161616,0,0
55.297601682904,90.089758116742,15.968309735479,16.666666666667,16.666666666667,0,0
55.704845901961,91.227392132887,16.190997956418,17.171717171717,17.171717171717,0,0
56.083242983572,92.2934150688,16.400122080062,17.676767676768,17.676767676768,0,0
56.433465479587,93.287898657686,16.595608440449,18.181818181818,18.181818181818,0,0
56.756135867093,94.210918919167,16.777390001584,18.686868686869,18.686868686869,0,0
57.051827654374,95.062554213107,16.94540600346,19.191919191919,19.191919191919,0,0
57.32106639987,95.84288345768,17.099601632667,19.69696969697,19.69696969697,0,0
57.564330645946,96.551984505952,17.239927717798,20.20202020202,20.20202020202,0,0
57.782052769128,97.189932675695,17.366340449823,20.707070707071,20.707070707071,0,0
57.974619748317,97.756799427696,17.478801127577,21.212121212121,21.212121212121,0,0
58.142373852346,98.252651188242,17.577275928467,21.717171717172,21.717171717172,0,0
58.285613248099,98.677548311948,17.66173570449,22.222222222222,22.222222222222,0,0
58.404592530277,99.031544181549,17.732155803633,22.727272727273,22.727272727273,0,0
58.499523173742,99.314684441705,17.788515916705,23.232323232323,23.232323232323,0,0
58.570573909255,99.527006364313,17.83079994965,23.737373737374,23.737373737374,0,0
58.617871023267,99.668538343234,17.858995921363,24.242424242424,24.242424242424,0,0
58.641498582297,99.739299516792,17.873095887033,24.747474747475,24.747474747475,0,0
58.641498582297,99.739299516792,17.873095887033,25.252525252525,25.252525252525,0,0
58.617871023267,99.668538343234,17.858995921363,25.757575757576,25.757575757576,0,0
58.570573909255,99.527006364313,17.83079994965,26.262626262626,26.262626262626,0,0
58.499523173742,99.314684441705,17.788515916705,26.767676767677,26.767676767677,0,0
58.404592530277,99.031544181549,17.732155803633,27.272727272727,27.272727272727,0,0
58.285613248099,98.677548311948,17.66173570449,27.777777777778,27.777777777778,0,0
58.142373852346,98.252651188242,17.577275928467,28.282828282828,28.282828282828,0,0
57.974619748317,97.756799427696,17.478801127577,28.787878787879,28.787878787879,0,0
57.782052769128,97.189932675694,17.366340449823,29.292929292929,29.292929292929,0,0
57.564330645946,96.551984505951,17.239927717798,29.79797979798,29.79797979798,0,0
57.32106639987,95.84288345768,17.099601632667,30.30303030303,30.30303030303,0,0
57.051827654374,95.062554213106,16.94540600346,30.808080808081,30.808080808081,0,0
56.756135867093,94.210918919167,16.777390001584,31.313131313131,31.313131313131,0,0
56.433465479586,93.287898657686,16.595608440449,31.818181818182,31.818181818182,0,0
56.083242983571,92.2934150688,16.400122080062,32.323232323232,32.323232323232,0,0
55.704845901961,91.227392132887,16.190997956418,32.828282828283,32.828282828283,0,0
55.297601682904,90.089758116742,15.968309735479,33.333333333333,33.333333333333,0,0
54.860786504866,88.880447690262,15.732138091493,33.838383838384,33.838383838384,0,0
54.39362399061,87.599404220435,15.482571109338,34.343434343434,34.343434343434,0,0
53.895283827821,86.246582249954,15.219704710533,34.848484848485,34.848484848485,0,0
53.364880293902,84.821950168358,14.943643102498,35.353535353535,35.353535353535,0,0
52.801470682326,83.325493084189,14.654499250538,35.858585858586,35.858585858586,0,0
52.20405362776,81.757215907225,14.352395371982,36.363636363636,36.363636363636,0,0
51.571567326978,80.117146650533,14.037463451784,36.868686868687,36.868686868687,0,0
50.902887652393,78.405339962683,13.70984577879,37.373737373737,37.373737373737,0,0
50.196826154887,76.621880901184,13.369695501767,37.878787878788,37.878787878788,0,0
49.452127952355,74.766888958891,13.017177204145,38.383838383838,38.383838383838,0,0
48.667469500244,72.840522355866,12.652467496276,38.888888888889,38.888888888889,0,0
47.841456240114,70.842982609976,12.275755623844,39.393939393939,39.393939393939,0,0
46.972620122038,68.774519400262,11.887244090894,39.89898989899,39.89898989899,0,0
46.059416996457,66.635435738007,11.487149295727,40.40404040404,40.40404040404,0,0
45.100223870847,64.426093461278,11.075702177677,40.909090909091,40.909090909091,0,0
44.093336026331,62.146919069627,10.65314887259,41.414141414141,41.414141414141,0,0
43.036963989108,59.798409916633,10.219751374471,41.919191919192,41.919191919192,0,0
41.929230351329,57.381140778925,9.7757882005582,42.424242424242,42.424242424242,0,0
40.768166435774,54.895770821425,9.3215550566843,42.929292929293,42.929292929293,0,0
39.551708798396,52.343050979616,8.8573654994719,43.434343434343,43.434343434343,0,0
38.277695562533,49.723831780826,8.3835515915033,43.939393939394,43.939393939394,0,0
36.943862578273,47.039071627707,7.9004645451786,44.444444444444,44.444444444444,0,0
35.547839400151,44.289845568384,7.4084753505122,44.949494949495,44.949494949495,0,0
