flux0,flux2,id,x,y,z
4.8472484132376,-0.59260984335106,0,0,0,0
4.9553696159453,-0.61070021171359,0.050505050505051,0.050505050505051,0,0
5.0612659235867,-0.62816728882588,0.1010101010101,0.1010101010101,0,0
5.1649385100522,-0.64502896943887,0.15151515151515,0.15151515151515,0,0
5.2663885175526,-0.6613025407938,0.2020202020202,0.2020202020202,0,0
5.36561706611,-0.67700469810989,0.25252525252525,0.25252525252525,0,0
5.462625242365,-0.6921515541076,0.3030303030303,0.3030303030303,0,0
5.557414104985,-0.70675865688835,0.35353535353535,0.35353535353535,0,0
5.6499846848109,-0.72084100613502,0.4040404040404,0.4040404040404,0,0
5.7403379870973,-0.73441306628325,0.45454545454545,0.45454545454545,0,0
5.8284749901851,-0.74748878324425,0.50505050505051,0.50505050505051,0,0
5.9143966453619,-0.76008160035369,0.55555555555556,0.55555555555556,0,0
5.9981038770241,-0.77220446770912,0.60606060606061,0.60606060606061,0,0
6.0795975842011,-0.7838698569476,0.65656565656566,0.65656565656566,0,0
6.1588786390831,-0.79508977292162,0.70707070707071,0.70707070707071,0,0
6.2359478900056,-0.80587576626409,0.75757575757576,0.75757575757576,0,0
6.3108061576221,-0.81623894837379,0.80808080808081,0.80808080808081,0,0
6.3834542347418,-0.82619000262095,0.85858585858586,0.85858585858586,0,0
6.4538928899911,-0.83573918670002,0.90909090909091,0.90909090909091,0,0
6.5221228674101,-0.84489634275927,0.95959595959596,0.95959595959596,0,0
6.5881448879108,-0.85367091139628,1.010101010101,1.010101010101,0,0
6.6519596475037,-0.8620719412613,1.0606060606061,1.0606060606061,0,0
6.7135678183472,-0.87010810203879,1.1111111111111,1.1111111111111,0,0
6.7729700465228,-0.87778769019916,1.1616161616162,1.1616161616162,0,0
6.8301669574585,-0.88511863659156,1.2121212121212,1.2121212121212,0,0
6.8851591530823,-0.89210851178397,1.2626262626263,1.2626262626263,0,0
6.9379472074026,-0.8987645368901,1.3131313131313,1.3131313131313,0,0
6.9885316709764,-0.90509359181053,1.3636363636364,1.3636363636364,0,0
7.0369130696335,-0.9111022189314,1.4141414141414,1.4141414141414,0,0
7.0830919052146,-0.9167966315213,1.4646464646465,1.4646464646465,0,0
7.1270686595763,-0.9221827171841,1.5151515151515,1.5151515151515,0,0
7.1688437878834,-0.92726604932507,1.5656565656566,1.5656565656566,0,0
