flux,id,x,y,z
0.073507962446382,0,0,0,0
0.093433156850846,0.66889632107023,0.66889632107023,0,0
0.11334905744469,1.3377926421405,1.3377926421405,0,0
0.13325379864734,2.0066889632107,2.0066889632107,0,0
0.15314288212797,2.6755852842809,2.6755852842809,0,0
0.17301680180987,3.3444816053512,3.3444816053512,0,0
0.19287349783291,4.0133779264214,4.0133779264214,0,0
0.21270768191546,4.6822742474916,4.6822742474916,0,0
0.2325208465232,5.3511705685619,5.3511705685619,0,0
0.25231064619163,6.0200668896321,6.0200668896321,0,0
0.27207119427213,6.6889632107023,6.6889632107023,0,0
0.29180488704022,7.3578595317726,7.3578595317726,0,0
0.31150900269894,8.0267558528428,8.0267558528428,0,0
0.33117724774438,8.695652173913,8.695652173913,0,0
0.3508128269861,9.3645484949833,9.3645484949833,0,0
0.3704125523358,10.033444816054,10.033444816054,0,0
0.38996991451916,10.702341137124,10.702341137124,0,0
0.40948883123756,11.371237458194,11.371237458194,0,0
0.4289655590934,12.040133779264,12.040133779264,0,0
0.44839356334612,12.709030100334,12.709030100334,0,0
0.46777737875744,13.377926421405,13.377926421405,0,0
0.48711261871347,14.046822742475,14.046822742475,0,0
0.50639291217896,14.715719063545,14.715719063545,0,0
0.52562331513185,15.384615384615,15.384615384615,0,0
0.54479871111452,16.053511705686,16.053511705686,0,0
0.5639130804861,16.722408026756,16.722408026756,0,0
0.58297190476013,17.391304347826,17.391304347826,0,0
0.60196925245419,18.060200668896,18.060200668896,0,0
0.62089964118107,18.729096989967,18.729096989967,0,0
0.63976888264828,19.397993311037,19.397993311037,0,0
0.6585701467785,20.066889632107,20.066889632107,0,0
0.67729867212358,20.735785953177,20.735785953177,0,0
0.69596050575677,21.404682274247,21.404682274247,0,0
0.71454783720905,22.073578595318,22.073578595318,0,0
0.73305680714241,22.742474916388,22.742474916388,0,0
0.7514936038541,23.411371237458,23.411371237458,0,0
0.76984935661977,24.080267558528,24.080267558528,0,0
0.78812128653185,24.749163879599,24.749163879599,0,0
0.80631562982805,25.418060200669,25.418060200669,0,0
0.82442237775522,26.086956521739,26.086956521739,0,0
0.84244000697393,26.755852842809,26.755852842809,0,0
0.86037470940689,27.42474916388,27.42474916388,0,0
0.87821526274292,28.09364548495,28.09364548495,0,0
0.89596157083907,28.76254180602,28.76254180602,0,0
0.91361969024356,29.43143812709,29.43143812709,0,0
0.93117711195303,30.100334448161,30.100334448161,0,0
